5088	100
1	109.8
2	112.1
3	110.5
4	115.5
5	120.8
6	132.3
7	132.7
8	135.5
9	126.4
10	128.1
11	122.5
12	121.6
13	119.7
14	107.1
15	93.5
16	90.5
17	87.5
18	85.8
19	99.3
20	114.7
21	127.2
22	132.8
23	125
24	119.7
25	112.4
26	95.1
27	74.2
28	61.1
29	58
30	54.5
31	53.7
32	55.8
33	69.4
34	77.2
35	72
36	69
37	67.3
38	73.2
39	62.7
40	55.5
41	52.1
42	52.5
43	54.5
44	53.4
45	50.5
46	41
47	35
48	31.5
49	32.7
50	29.3
51	27.1
52	27.5
53	28.2
54	27.6
55	30.8
56	33.6
57	32.4
58	33.9
59	33.6
60	34.7
61	34.8
62	33.9
63	33.1
64	34.2
65	34.7
66	36.3
67	36
68	35.2
69	32.3
70	31.2
71	31.1
72	29.1
73	27.4
74	27.6
75	27.7
76	30.1
77	31.2
78	38.2
79	44.4
80	48.2
81	58.6
82	65.3
83	66.6
84	62.3
85	53.1
86	40
87	36.5
88	33.2
89	30.1
90	31.5
91	37.2
92	50.1
93	46.5
94	41.2
95	44.6
96	41.8
97	40.9
98	39.9
99	38.9
100	33.9
101	30.9
102	30.4
103	30.7
104	32.3
105	33
106	37.1
107	36.2
108	32.9
109	34
110	35.1
111	39.7
112	35.6
113	36.2
114	32.8
115	33.7
116	39.3
117	38.3
118	37.3
119	34.6
120	35.2
121	33.5
122	32.5
123	33.1
124	32.6
125	32.3
126	36.8
127	37.5
128	40.7
129	45.8
130	48.3
131	44.9
132	42.1
133	38.8
134	33.4
135	32.3
136	28.9
137	27.9
138	30.4
139	34.2
140	40.6
141	42.8
142	39.3
143	36
144	33.3
145	31.4
146	30.7
147	29
148	28.7
149	37.7
150	56.8
151	63.4
152	82.2
153	64.6
154	60.3
155	55.6
156	53.8
157	51.4
158	47.2
159	41.1
160	47.5
161	53.7
162	62.8
163	80.4
164	97.2
165	106.6
166	83.3
167	64.1
168	52.5
169	46.7
170	46.8
171	40.9
172	37.9
173	40.4
174	44.2
175	48.6
176	47.7
177	47.5
178	47.7
179	45.4
180	40
181	36
182	36.4
183	29.9
184	29.9
185	29.9
186	34.9
187	39.4
188	41.7
189	42.3
190	39.2
191	35.5
192	33.4
193	31.4
194	29.8
195	27.2
196	28.4
197	34.1
198	38.6
199	37.4
200	46.3
201	53.6
202	53.6
203	47.7
204	41.8
205	38.5
206	35.3
207	35.6
208	48.6
209	46.8
210	50.3
211	51.1
212	47.6
213	41
214	39
215	39
216	38
217	38
218	33.4
219	33.4
220	33.3
221	37.9
222	42.2
223	41.2
224	40.3
225	35.9
226	34.7
227	33.3
228	31.6
229	26.8
230	27.4
231	26.7
232	30.8
233	34.9
234	40.4
235	39.7
236	39.3
237	39.1
238	33.5
239	31.7
240	37.3
241	33.9
242	33.1
243	32.4
244	33
245	34.5
246	34.6
247	36.8
248	36.2
249	35.4
250	34.9
251	35.6
252	37.4
253	39
254	42.6
255	43.1
256	43.7
257	39.5
258	39.7
259	38.7
260	30.5
261	29.7
262	26.8
263	22.9
264	29.9
265	27.9
266	23.4
267	22.7
268	23.8
269	25.9
270	24.4
271	25.2
272	28
273	28.5
274	28.2
275	30
276	30.6
277	33.9
278	34.7
279	38.8
280	45.1
281	51
282	60.5
283	65.7
284	73.3
285	76.7
286	74.3
287	73.6
288	68.8
289	68.9
290	77.9
291	86.7
292	96.7
293	87.7
294	84.1
295	83.7
296	83.4
297	86.9
298	84.5
299	83
300	87.9
301	95.1
302	103.5
303	116.1
304	115.3
305	115.5
306	114
307	113.6
308	113
309	112.3
310	108.3
311	154.4
312	201.2
313	191.6
314	189.8
315	209.4
316	196.2
317	180.1
318	161.5
319	152.7
320	152.8
321	171.9
322	178.2
323	198.9
324	201.5
325	210.3
326	214
327	222.1
328	233.9
329	227.2
330	217.9
331	138.1
332	98
333	79
334	72.4
335	63.2
336	60
337	57.5
338	55.7
339	46.8
340	40.8
341	40.8
342	39.9
343	38.9
344	38.9
345	36.8
346	34.5
347	30.5
348	27.7
349	29.8
350	32.9
351	32.9
352	34.1
353	38.5
354	37.8
355	37.9
356	35.7
357	32.8
358	35.9
359	35.5
360	33.6
361	35.1
362	34.7
363	30.5
364	31.5
365	31.4
366	38
367	44.3
368	43.1
369	42
370	40
371	36.5
372	35.2
373	34.1
374	38
375	41.2
376	43
377	43.4
378	44.3
379	42.7
380	40
381	38.8
382	34.6
383	31.7
384	26.7
385	42.3
386	34.6
387	29.8
388	25.4
389	24.7
390	26.3
391	29.1
392	33
393	40.5
394	42.7
395	42.3
396	46.1
397	47.5
398	50.3
399	55.6
400	61.3
401	62.6
402	61.8
403	62.6
404	60.5
405	60.3
406	67.9
407	65.9
408	73.1
409	71
410	67.5
411	59
412	48.6
413	43.3
414	40.1
415	43
416	46.5
417	46.2
418	53.1
419	58.5
420	62.5
421	66.1
422	67
423	67
424	75
425	89
426	97
427	93
428	84.5
429	89.4
430	87.1
431	82.7
432	57.4
433	41.2
434	33.6
435	28.7
436	26.3
437	26.1
438	27.5
439	28.2
440	30.1
441	28.5
442	25.2
443	25.7
444	26.5
445	25.4
446	27.9
447	30.6
448	32.8
449	34
450	32.5
